event_key,score_first,score_second,score_set
11920465,7.7,6.3,2
11920465,7.7,6.5,3
11920762,3,6,1
11920762,2,6,2
11920762,6,3,3
11920762,4,6,4
11920663,4,6,1
11920663,2,6,2
11920663,6.5,7.7,3
11920669,6.0,7.7,1
11920669,6,4,2
11920669,6.3,7.7,3
11920669,3,6,4
11920670,3,6,1
11920670,6,3,2
11920670,3,6,3
11920670,6.3,7.7,4
11920672,3,6,1
11920672,7.7,6.2,2
11920672,6,4,3
11920672,7,5,4
11920427,4,6,1
11920427,6,3,2
11920427,7.7,6.1,3
11920427,6,2,4
11920428,2,6,1
11920428,7.7,6.3,2
11920428,2,6,3
11920428,6,3,4
11920428,2,6,5
11920431,6,4,1
11920431,6.8,7.10,2
11920431,2,6,3
11920431,6.4,7.7,4
11920432,4,6,1
11920432,7,5,2
11920432,6,2,3
11920432,6,3,4
11920435,6.5,7.7,1
11920435,1,6,2
11920435,2,6,3
11920436,4,6,1
11920436,6,3,2
11920436,6,4,3
11920436,2,6,5
11920436,0,6,4
11920446,6.5,7.7,1
11920446,6,3,2
11920446,1,6,3
11920446,2,6,4
11920447,3,6,1
11920447,6,1,2
11920447,6,3,3
11920447,4,6,4
11920447,2,6,5
11920450,6,4,1
11920450,6,4,2
11920450,6,2,3
11920452,6.1,7.7,1
11920452,6,2,2
11920452,7.7,6.4,3
11920452,1,6,4
11920452,6.8,7.10,5
11920453,6,2,1
11920453,6,3,2
11920453,6,3,3
11920455,1,6,1
11920455,3,6,2
11920455,1,6,3
11920456,6,2,1
11920456,4,6,2
11920456,7.7,6.3,3
11920456,6,4,4
11920457,6,2,1
11920457,6,3,2
11920457,6.3,7.7,3
11920457,4,6,4
11920457,5,7,5
11920464,3,6,1
11920464,2,6,2
11920464,3,6,3
11920466,4,6,1
11920466,6,3,2
11920466,7.7,6.3,3
11920466,6,3,4
11920978,7.7,6.5,1
11920978,6,4,2
11920978,6,2,3
11920981,6,2,1
11920981,6,2,2
11920981,6,2,3
11920989,5,7,1
11920989,6,2,2
11920989,2,6,3
11920989,4,6,4
11920990,4,6,1
11920990,4,6,2
11920990,6.5,7.7,3
11921033,6,3,1
11921033,4,6,2
11921033,7.7,6.4,3
11921033,6,3,4
11921034,6,3,2
11921034,6,1,3
11921034,6,0,1
11921035,6,4,1
11921035,6,4,2
11921035,6,4,3
11921036,5,7,1
11921036,3,6,2
11921036,7,5,3
11921036,2,6,4
11921037,4,6,1
11921037,1,6,2
11921037,6,3,3
11921037,6.5,7.7,4
11921043,4,6,1
11921043,4,6,2
11921043,4,6,3
11921044,6,3,1
11921044,6,3,2
11921044,1,6,3
11921044,2,6,4
11921044,6,3,5
11921045,3,6,1
11921045,6,3,2
11921045,7.7,6.5,3
11921045,3,6,4
11921045,0,6,5
11921049,4,6,1
11921049,3,6,2
11921049,6,4,3
11921049,3,6,4
11921050,4,6,1
11921050,4,6,2
11921050,4,6,3
11921053,6,4,1
11921053,6.6,7.8,2
11921053,2,6,3
11921053,6.4,7.7,4
11921062,6,3,1
11921062,6,3,3
11921062,6,0,2
11921409,4,6,1
11921409,7.7,6.3,2
11921409,3,6,3
11921409,6.3,7.7,4
11921410,7,5,1
11921410,3,6,2
11921410,4,6,3
11921410,7.7,6.5,4
11921410,7.10,6.7,5
11921038,6,3,1
11921038,7.7,6.1,2
11921038,4,6,3
11921038,6.1,7.7,4
11921038,0,6,5
11921048,7.9,6.7,1
11921048,6,3,2
11921048,6,3,3
11921052,6,2,1
11921052,5,7,2
11921052,6,1,3
11921052,7.7,6.3,4
11921063,7.11,6.9,1
11921063,1,6,2
11921063,7,5,3
11921063,1,6,4
11921063,3,6,5
11921068,6,4,1
11921068,1,6,2
11921068,7.7,6.5,3
11921068,1,6,4
11921068,7.11,6.9,5
11921083,6,1,1
11921083,3,6,2
11921083,6,1,3
11921083,6,2,4
11921339,3,6,1
11921339,6.4,7.7,2
11921339,6,2,3
11921339,6,4,4
11921339,6,4,5
11921340,4,6,1
11921340,6,3,2
11921340,6,4,3
11921340,6,4,4
11921342,6,3,1
11921342,1,6,2
11921342,5,7,3
11921342,4,6,4
11921344,3,6,1
11921344,7.7,6.5,2
11921344,3,6,3
11921344,6,3,4
11921344,6.7,7.10,5
11921350,6,2,1
11921350,3,6,2
11921350,6,3,3
11921350,7,5,4
11921351,6.4,7.7,1
11921351,4,6,2
11921351,6,4,3
11921351,3,6,4
11921387,6,2,1
11921387,3,6,2
11921387,5,7,3
11921387,4,6,4
11921391,6,3,1
11921391,6,2,2
11921391,4,6,3
11921391,6,4,4
11921670,6,3,1
11921670,6,3,2
11921670,7.7,6.2,3
11921671,3,6,1
11921671,4,6,3
11921671,0,6,2
11921626,6,3,1
11921626,6,3,2
11921626,6,1,3
11921627,3,6,1
11921627,6,4,2
11921627,6,2,3
11921627,6,2,4
11921628,6,1,2
11921628,6,3,3
11921628,6,0,1
11921649,4,6,1
11921649,6.4,7.7,2
11921649,6,4,3
11921649,6.5,7.7,4
11921650,7.7,6.4,1
11921650,1,6,2
11921650,6.2,7.7,3
11921650,6,3,4
11921650,6,4,5
11921654,2,6,1
11921654,6.6,7.8,2
11921654,4,6,3
11921922,3,6,1
11921922,4,6,2
11921922,3,6,3
11921868,6,2,1
11921868,7.7,6.4,2
11921868,6,2,3
11921869,6,4,1
11921869,6.7,7.9,2
11921869,6,4,3
11921869,6,3,4
11921879,4,6,1
11921879,6,3,2
11921879,6,2,3
11921879,6.7,7.9,4
11921879,0,6,5
11921883,1,6,1
11921883,1,6,2
11921883,0,1,3
11921899,6,3,1
11921899,6,3,2
11921899,6,1,3
11921900,7.7,6.3,1
11921900,4,6,2
11921900,2,6,3
11921900,6.6,7.8,4
11921901,6,3,1
11921901,1,6,2
11921901,6.4,7.7,3
11921901,3,6,4
11922045,7.7,6.3,1
11922045,5,7,2
11922045,6,3,3
11922045,6,3,4
11922046,6,4,1
11922046,7,5,2
11922046,6,3,3
11922097,4,6,1
11922097,7.7,6.5,2
11922097,7.7,6.4,3
11922097,3,6,4
11922097,0,6,5
11922098,6,3,3
11922098,6,0,1
11922098,6,0,2
11922220,3,6,1
11922220,6.4,7.7,2
11922220,7,5,3
11922220,1,6,4
11922222,7,5,1
11922222,3,6,2
11922222,6,3,3
11922222,4,6,4
11922222,7.10,6.3,5
11922164,4,6,1
11922164,4,6,2
11922164,0,6,3
11922165,6.6,7.8,1
11922165,6.3,7.7,2
11922165,4,6,3
11922303,7.7,6.3,1
11922303,4,6,2
11922303,6,2,3
11922303,6,3,4
11922311,6,4,1
11922311,7.7,6.5,2
11922311,6,3,3
11922442,6,1,1
11922442,6,3,2
11922442,6.2,7.7,3
11922442,6,4,4
11922430,6.4,7.7,1
11922430,6,2,2
11922430,3,6,3
11922430,7,5,4
11922430,4,6,5
11922980,5,7,1
11922980,3,6,2
11922980,7.7,6.4,3
11922980,7.7,6.5,4
11922980,6,3,5
11922784,1,6,1
11922784,2,6,2
11922784,7.8,6.6,3
11922784,3,6,4
11923246,3,6,1
11923246,3,6,2
11923246,6,4,3
11923246,6,4,4
11923246,6,3,5
11923525,4,6,1
11923525,3,6,2
11923376,5,7,1
11923376,5,7,2
11923377,3,6,1
11923377,4,6,2
11923378,0,0,1
11923379,3,6,1
11923379,2,6,2
11923380,6,3,1
11923380,6,2,2
11923381,7.7,6.5,1
11923381,6,4,2
11923382,2,6,1
11923382,6,3,2
11923382,5,7,3
11923383,6,2,1
11923383,6.5,7.7,2
11923383,6,1,3
11923526,2,6,1
11923526,3,6,2
11923527,1,6,1
11923527,3,6,2
11923532,2,6,1
11923532,4,6,2
11923541,6,3,1
11923541,3,6,2
11923541,5,7,3
11923402,3,6,1
11923402,5,7,2
11923407,4,6,1
11923407,6.3,7.7,2
11923408,6,2,1
11923408,6.5,7.7,2
11923408,3,6,3
11923620,6.4,7.7,1
11923620,3,6,2
11923621,7.9,6.7,1
11923621,4,6,2
11923621,2,6,3
11923622,7.8,6.6,1
11923622,7,5,2
11923404,1,6,1
11923404,3,6,2
11923405,1,6,1
11923405,3,6,2
11923406,6,4,1
11923406,7,5,2
11923788,6,4,1
11923788,6,4,2
11923799,1,6,1
11923799,4,6,2
11923800,6,1,1
11923800,6.12,7.14,2
11923800,3,6,3
11923403,6.8,7.10,1
11923403,6,3,2
11923403,6,0,3
11923662,6,4,1
11923662,4,6,2
11923662,6,4,3
11923409,6,4,1
11923409,4,6,2
11923409,2,6,3
11924018,7.7,6.3,1
11924018,2,6,2
11924018,6,3,3
11923774,6,4,1
11923774,6,0,2
11924307,3,6,1
11924307,2,6,2
11924083,4,6,1
11924083,1,6,2
11924147,3,6,1
11924147,7.7,6.3,2
11924147,4,6,3
11924148,0,0,1
11923940,5,7,1
11923940,6,2,2
11923940,6.4,7.7,3
11923960,7,5,1
11923960,6,2,2
11924508,3,6,1
11924508,4,6,2
11924333,5,7,1
11924333,1,6,2
11924334,7.8,6.6,1
11924334,6,4,2
11924345,6.3,7.7,1
11924345,3,6,2
11924346,4,6,1
11924346,6,2,2
11924346,4,6,3
11924348,6,3,1
11924348,6,0,2
11924349,6,0,1
11924349,6,2,2
11924350,6,4,1
11924350,6,4,2
11924361,7.7,6.5,1
11924361,2,6,2
11924361,4,6,3
11924366,0,0,1
11924160,0,0,1
11924161,0,0,1
11924185,2,6,1
11924185,6.4,7.7,2
11924186,6,3,1
11924186,7,5,2
11924187,6,4,1
11924187,3,6,2
11924187,4,6,3
11924197,6,0,1
11924197,6,2,2
11924198,7,5,1
11924198,6.3,7.7,2
11924198,6,3,3
11924199,6,3,1
11924199,6,4,2
11924200,6,4,1
11924200,3,6,2
11924200,0,4,3
11924201,6,2,1
11924201,6,3,2
11924203,6,3,1
11924203,6,2,2
11924204,0,0,1
11924205,2,6,1
11924205,1,6,2
11924206,3,6,1
11924206,4,6,2
11924207,4,6,1
11924207,7.8,6.6,2
11924207,7.8,6.6,3
11924208,7,5,1
11924208,6,3,2
11924209,6,2,1
11924209,7.7,6.3,2
11924210,3,6,1
11924210,1,6,2
11924211,7,5,1
11924211,6,2,2
11924212,6,1,1
11924212,6,1,2
11924214,7.7,6.3,1
11924214,7.7,6.3,2
11924215,6.2,7.7,1
11924215,2,6,2
11924216,4,6,1
11924216,6.3,7.7,2
11924217,6,4,1
11924217,2,6,2
11924217,0,6,3
11924218,6,2,1
11924218,6,1,2
11924219,3,6,1
11924219,6.5,7.7,2
11924220,6,2,1
11924220,6,3,2
11924221,4,6,1
11924221,6,1,2
11924221,6,3,3
11924222,6,3,1
11924222,6,4,2
11924509,6,1,1
11924509,3,6,2
11924509,6,1,3
11924510,3,6,1
11924510,6,3,2
11924510,5,7,3
11924511,7,5,1
11924511,2,6,2
11924511,2,6,3
11924512,7.7,6.5,1
11924512,6.2,7.7,2
11924512,6,3,3
11924513,6,4,1
11924513,4,6,2
11924513,4,6,3
11924272,3,6,1
11924272,4,6,2
11924273,5,7,1
11924273,6,1,2
11924273,6,3,3
11924274,6,4,1
11924274,3,6,2
11924274,6,3,3
11924275,2,6,1
11924275,2,6,2
11924276,0,0,1
11924277,0,0,1
11924278,0,0,1
11924534,3,6,1
11924534,1,4,2
11924279,6,1,1
11924279,6.2,7.7,2
11924279,4,6,3
11924280,0,0,1
11924281,0,0,1
11924282,0,0,1
11924283,0,0,1
11924284,0,0,1
11924285,0,0,1
11924541,6,4,1
11924541,6,2,2
11924286,0,0,1
11924542,1,6,1
11924542,4,6,2
11924287,7.8,6.6,1
11924287,7.7,6.3,2
11924543,6,2,1
11924543,3,6,2
11924543,6.1,7.7,3
11924288,0,0,1
11924544,6,2,1
11924544,6,0,2
11924289,6,4,1
11924289,4,6,2
11924289,2,6,3
11924545,6,4,1
11924545,6,2,2
11924290,0,0,1
11924546,6,3,1
11924546,6,4,2
11924291,0,0,1
11924547,6,0,1
11924547,6,0,2
11924292,0,0,1
11924548,7.7,6.5,1
11924548,6,1,2
11924293,5,7,1
11924293,7.7,6.5,2
11924293,6,3,3
11924549,0,0,1
11924294,0,0,1
11924552,3,6,1
11924552,2,6,2
11924591,1,6,1
11924591,1,6,2
11924595,6,4,1
11924595,5,7,2
11924595,7,10,3
11924351,6,4,1
11924351,6,3,2
11924352,0,0,1
11924353,0,0,1
11924354,6,2,1
11924354,6,3,2
11924355,6,3,1
11924355,7.7,6.5,2
11924356,7,5,1
11924356,4,6,2
11924356,6,1,3
11924617,3,4,1
11924371,4,6,1
11924371,4,6,2
11924372,3,6,1
11924372,5,7,2
11924375,3,6,1
11924375,6,3,2
11924375,7.7,6.5,3
11924376,6,2,1
11924376,6,0,2
11924381,7.7,6.3,1
11924381,6.4,7.7,2
11924381,0,6,3
11924382,5,7,1
11924382,3,6,2
11924386,5,7,1
11924386,6.2,7.7,2
11924387,3,6,1
11924387,2,6,2
11924388,1,6,1
11924388,4,6,2
11924389,6,1,1
11924389,6,2,2
11924390,3,6,1
11924390,6,1,2
11924390,5,7,3
11924391,6,2,1
11924391,6,2,2
11924392,6.6,7.8,1
11924392,3,6,2
11924393,6,3,1
11924393,3,6,2
11924393,4,6,3
11924394,3,6,1
11924394,2,6,2
11924395,4,6,1
11924395,4,6,2
11924396,4,6,1
11924396,6,4,2
11924396,4,6,3
11924397,6,1,1
11924397,7.7,6.4,2
11924398,6,1,1
11924398,6,4,2
11924399,6,1,1
11924399,7.7,6.2,2
11924682,3,6,1
11924682,2,6,2
11924683,6,3,1
11924683,6,4,2
11924686,4,6,1
11924686,5,7,2
11924193,0,0,1
11924194,0,0,1
11924202,6,3,1
11924202,5,7,2
11924202,6,4,3
11924461,6,3,1
11924461,6,2,2
11924717,7.7,6.2,1
11924717,6,3,2
11924462,4,6,1
11924462,6,1,2
11924462,6,1,3
11924718,6,0,1
11924718,6,3,2
11924463,2,6,1
11924463,3,6,2
11924464,6,1,1
11924464,6,1,2
11924465,6,2,1
11924465,6,4,2
11924466,2,6,1
11924466,1,6,2
11924467,6,3,1
11924467,6,4,2
11924468,4,6,1
11924468,6,3,2
11924468,6,2,3
11924213,0,0,1
11924469,7,5,1
11924469,6,2,2
11924470,4,6,1
11924470,5,7,2
11924471,4,6,1
11924471,6,2,2
11924471,6,1,3
11924743,6,4,1
11924743,6,4,2
11924744,6,3,1
11924744,7.7,6.3,2
11924745,6.5,7.7,1
11924745,3,6,2
11924746,6,4,1
11924746,6,4,2
11924747,7.7,6.5,1
11924747,6,4,2
11924748,6,3,1
11924748,7.7,6.4,2
11924749,7,5,1
11924749,6,4,2
11924750,6,1,1
11924750,4,6,2
11924750,7.7,6.2,3
11924751,7,5,1
11924751,3,3,2
11924496,3,6,1
11924496,1,6,2
11924752,4,6,1
11924752,4,6,2
11924497,0,0,1
11924753,7,5,1
11924753,6,2,2
11924498,6,1,1
11924498,6,0,2
11924754,7,5,1
11924754,2,6,2
11924754,3,6,3
11924499,0,0,1
11924500,0,0,1
11924501,0,0,1
11924502,6.1,7.7,1
11924502,4,6,2
11924503,0,0,1
11924777,4,6,1
11924777,7.7,6.2,2
11924777,6,2,3
11924778,2,6,1
11924778,5,7,2
11924779,6.4,7.7,1
11924779,7.7,6.4,2
11924779,4,6,3
11924780,6.3,7.7,1
11924780,7.7,6.4,2
11924780,6.1,7.7,3
11924525,6,1,1
11924525,6,0,2
11924781,6,3,1
11924781,7.7,6.2,2
11924526,4,6,1
11924526,6,1,2
11924526,2,6,3
11924527,7.7,6.0,1
11924527,4,6,2
11924527,4,6,3
11924783,2,6,1
11924783,6.2,7.7,2
11924784,4,6,1
11924784,2,6,2
11924529,4,6,1
11924529,4,6,2
11924530,0,0,1
11924831,3,6,1
11924831,6.3,7.7,2
11924832,3,6,1
11924832,4,6,2
11924833,7.7,6.5,1
11924833,4,6,2
11924833,6,10,3
11924837,6,3,1
11924837,6,1,2
11924842,6,1,1
11924842,6,4,2
11924843,3,6,1
11924843,6,3,2
11924843,11,9,3
11924844,3,6,1
11924844,6,3,2
11924844,8,10,3
11924845,4,6,1
11924845,6,2,2
11924845,10,8,3
11924357,0,0,1
11924878,6,4,1
11924878,6,3,2
11924879,6,4,1
11924879,3,6,2
11924879,7.8,6.6,3
11924373,0,0,1
11924374,0,0,1
11924377,0,0,1
11924378,0,0,1
11924383,0,0,1
11924384,0,0,1
11924690,6,3,1
11924690,6,0,2
11924439,0,0,1
11924440,0,0,1
11924441,2,6,1
11924441,3,6,2
11924442,6,2,1
11924442,6,2,2
11924443,7.7,6.5,1
11924443,3,6,2
11924443,7.9,6.7,3
11924444,0,0,1
11924445,7,5,1
11924445,6,3,2
11924446,0,0,1
11924447,0,0,1
11924448,0,0,1
11924449,1,6,1
11924449,5,7,2
11924450,0,0,1
11924451,0,0,1
11924452,0,0,1
11924472,2,6,1
11924472,6,2,2
11924472,3,6,3
11924493,6,2,1
11924493,6,4,2
11924494,0,0,1
11924782,6,3,1
11924782,6,4,2
11924528,0,0,1
11924787,6,4,1
11924787,2,6,2
11924787,6,3,3
11924788,2,6,1
11924788,4,6,2
11924791,6,4,1
11924791,3,6,2
11924791,6,1,3
11924794,4,6,1
11924794,6,4,2
11924794,5,0,3
11924801,0,0,1
11924848,6,4,1
11924848,6,4,2
11924849,3,6,1
11924849,6,2,2
11924849,6,3,3
11924871,4,6,1
11924871,2,6,2
11924872,7,5,1
11924872,6,3,2
11924880,6,3,1
11924880,5,7,2
11924880,3,6,3
11924888,2,6,1
11924888,6,3,2
11924888,6,2,3
11924889,6,4,1
11924889,6,2,2
11924891,3,6,1
11924891,7.7,6.4,2
11924891,4,6,3
11924892,7,5,1
11924892,7.7,6.5,2
11924895,6,4,1
11924895,6.4,7.7,2
11924895,6,4,3
11924896,6,3,1
11924896,4,6,2
11924896,6,4,3
11924642,6,3,1
11924642,7,5,2
11924643,6.4,7.7,1
11924643,4,6,2
11924645,0,0,1
11924786,5,7,1
11924786,6,3,2
11924786,6,4,3
11924790,6,3,1
11924790,3,6,2
11924790,3,6,3
11924793,1,6,1
11924793,7.7,6.3,2
11924793,3,0,3
11924795,7.7,6.3,1
11924795,6,1,2
11924797,2,6,1
11924797,6,4,2
11924797,6.3,7.7,3
11924798,0,0,1
11925327,6.5,7.7,1
11925327,6,4,2
11925327,3,6,3
11925080,1,6,1
11925080,4,6,2
11925082,1,6,1
11925082,4,6,2
11925083,5,7,1
11925083,2,6,2
11925084,3,6,1
11925084,6,3,2
11925084,1,6,3
11924890,6,1,1
11924890,6,4,2
11924894,4,6,1
11924894,6,1,2
11924894,6,2,3
11924641,6,4,1
11924641,4,6,2
11924641,4,6,3
11924644,7,5,1
11924644,6,4,2
11925158,6.7,7.9,1
11925158,6,1,2
11925158,6,4,3
11924647,0,0,1
11924941,7.8,6.6,1
11924941,5,7,2
11924941,2,6,3
11924942,7,5,1
11924942,1,6,2
11924942,6,3,3
11924943,6,3,1
11924943,2,6,2
11924943,7.7,6.3,3
11924944,3,6,1
11924944,7,5,2
11924944,6,2,3
11925286,1,6,1
11925286,3,6,2
11925287,2,6,1
11925287,6,1,2
11925287,6,3,3
11925036,5,7,1
11925036,4,6,2
11925037,2,6,1
11925037,2,6,2
11924789,5,7,1
11924789,7.7,6.1,2
11924789,6,1,3
11924792,0,0,1
11924796,6,4,1
11924796,7.7,6.5,2
11924799,4,6,1
11924799,4,6,2
11924800,6,3,1
11924800,6,1,2
11925328,7.7,6.5,1
11925328,6,4,2
11925081,6,3,1
11925081,7.7,6.3,2
11925345,7.7,6.3,1
11925345,6,4,2
11925346,6,4,1
11925346,6,3,2
11924893,6,1,1
11924893,4,6,2
11924893,6,4,3
11924640,6,2,1
11924640,7,5,2
11924646,7.7,6.2,1
11924646,6,4,2
11925180,6,3,1
11925180,6,2,2
11924981,6,1,1
11924981,7.7,6.4,2
11925509,6,1,1
11925509,6,1,2
11925556,6,3,1
11925556,7.7,6.5,2
11925329,6,0,1
11925329,6,3,2
11925079,6,1,1
11925079,6,4,2
11925347,1,6,1
11925347,6.5,7.7,2
11925348,5,7,1
11925348,6.5,7.7,2
11925352,7,5,1
11925352,6,4,2
11925114,3,6,1
11925114,2,6,2
11925380,3,6,1
11925380,3,6,2
11925411,3,6,1
11925411,5,7,2
11925424,4,6,1
11925424,4,6,2
11925766,6.2,7.7,1
11925766,1,6,2
11925317,6,4,1
11925317,6,3,2
11925601,5,7,1
11925601,4,6,2
11925611,3,6,1
11925611,4,6,2
11925618,6,1,1
11925618,6,4,2
11925619,4,6,1
11925619,1,6,2
11925113,6,4,1
11925113,3,6,2
11925113,4,6,3
11925381,0,0,1
11925396,3,6,1
11925396,6,1,2
11925396,6,4,3
11925397,2,6,1
11925397,7.7,6.5,2
11925397,2,6,3
11925683,5,7,1
11925683,3,6,2
11925684,6,3,1
11925684,6,4,2
11925714,7.7,6.2,1
11925714,4,6,2
11925714,4,6,3
11925715,3,6,1
11925715,6.3,7.7,2
11925768,4,6,1
11925768,4,6,2
11925808,7.7,6.3,1
11925808,4,6,2
11925808,6.5,7.7,3
11925809,4,6,1
11925809,6.5,7.7,2
11925810,6,3,1
11925810,6,4,2
11925811,6,3,1
11925811,6,3,2
11925812,7,5,1
11925812,6,4,2
11925813,6,4,1
11925813,6,2,2
11925814,3,6,1
11925814,3,6,2
11925815,6,3,1
11925815,3,6,2
11925815,6,3,3
11925816,0,0,1
11925849,3,6,1
11925849,1,6,2
11925862,6,3,1
11925862,7,5,2
11925863,0,6,1
11925863,1,6,2
11925864,6,4,1
11925864,4,6,2
11925864,2,6,3
11925865,6,3,1
11925865,6,4,2
11925866,6,3,1
11925866,7.8,6.6,2
11925867,0,0,1
11925868,7,5,1
11925868,2,6,2
11925868,2,6,3
11925870,1,6,1
11925870,4,6,2
11925871,2,6,1
11925871,4,6,2
11925872,0,0,1
11925874,6,4,1
11925874,6,2,2
11925875,6,4,1
11925875,6,4,2
11925878,3,6,1
11925878,3,6,2
11925879,6.2,7.7,1
11925879,7.7,6.4,2
11925879,6.2,7.7,3
11925923,6,4,1
11925923,7,5,2
11925991,1,6,1
11925991,6.1,7.7,2
11925749,1,6,1
11925749,4,6,2
11925750,6,2,1
11925750,3,1,2
11926097,2,6,1
11926097,2,6,2
11926098,4,6,1
11926098,6,4,2
11926098,3,6,3
11926099,6,4,1
11926099,6,3,2
11926104,6,4,1
11926104,7.7,6.5,2
11926106,6.3,7.7,1
11926106,7,5,2
11926106,3,6,3
11926107,4,6,1
11926107,7.7,6.3,2
11926107,6,3,3
11926109,7,5,1
11926109,6,4,2
11926110,1,6,1
11926110,4,6,2
11925869,2,6,1
11925869,6.4,7.7,2
11925873,0,0,1
11925876,6,4,1
11925876,6,3,2
11925877,3,6,1
11925877,6.2,7.7,2
11925880,6,1,1
11925880,3,6,2
11925880,6,3,3
11925890,6,1,1
11925890,6,3,2
11925928,6,3,1
11925928,7,5,2
11925929,4,6,1
11925929,0,6,2
11925957,6,3,1
11925957,6,4,2
11925992,6,3,1
11925992,5,7,2
11925992,6,2,3
11925993,6,4,1
11925993,1,6,2
11925993,4,6,3
11925994,7,5,1
11925994,2,6,2
11925994,3,6,3
11925995,6.8,7.10,1
11925995,2,6,2
11925996,7.8,6.6,1
11925996,4,6,2
11925996,4,6,3
11926070,6,4,1
11926070,3,6,2
11926070,0,6,3
11926071,6,3,1
11926071,7.7,6.1,2
11926075,6.4,7.7,1
11926075,6,1,2
11926075,6,2,3
11925830,3,6,1
11925830,7.9,6.7,2
11925830,7.7,6.3,3
11925832,7.7,6.5,1
11925832,6,4,2
11926130,6,3,1
11926130,6,0,2
11926131,4,6,1
11926131,7.14,6.12,2
11926131,1,6,3
11926132,6.3,7.7,1
11926132,6.8,7.10,2
11925888,6,4,1
11925888,6,4,2
11925889,6,4,1
11925889,4,6,2
11925889,3,6,3
11926069,4,6,1
11926069,1,6,2
11926072,3,6,1
11926072,4,6,2
11926073,1,6,1
11926073,3,6,2
11926074,5,7,1
11926074,6,4,2
11926074,5,7,3
11925826,3,6,1
11925826,4,6,2
11925827,6,4,1
11925827,6.5,7.7,2
11925827,6.4,7.7,3
11925828,6,4,1
11925828,6,3,2
11925831,6,3,1
11925831,6.9,7.11,2
11925831,7.11,6.9,3
11925836,6,4,1
11925836,4,6,2
11925836,3,6,3
11926137,5,7,1
11926137,3,6,2
11925882,0,0,1
11925883,5,7,1
11925883,0,6,2
11925885,6,2,1
11925885,1,6,2
11925885,6,1,3
11925886,0,0,1
11925887,6,4,1
11925887,7.7,6.3,2
11926149,6,2,1
11926149,6,1,2
11926150,6,2,1
11926150,1,6,2
11926150,4,6,3
11926151,6.5,7.7,1
11926151,4,6,2
11926152,6,3,1
11926152,6,1,2
11925932,6.5,7.7,1
11925932,1,6,2
11926459,1,6,1
11926459,6,2,2
11926459,7.7,6.1,3
11926241,4,6,1
11926241,6.1,7.7,2
11926242,4,6,1
11926242,6,4,2
11926242,6,2,3
11926243,2,6,1
11926243,6.3,7.7,2
11926245,5,7,1
11926245,3,6,2
11926068,6,3,1
11926068,6,3,2
11926340,7.7,6.3,1
11926340,6,0,2
11925829,7.7,6.4,1
11925829,6,3,2
11925833,7.7,6.5,1
11925833,4,6,2
11925833,6,3,3
11925834,4,6,1
11925834,6,2,2
11925834,1,6,3
11925835,6,3,1
11925835,6,3,2
11926634,3,6,1
11926634,0,6,2
11926138,6.4,7.7,1
11926138,6.5,7.7,2
11925884,6,4,1
11925884,7.7,6.5,2
11926411,4,6,1
11926411,4,6,2
11926669,6,4,1
11926669,1,6,2
11926669,6,1,3
11926447,6,4,1
11926447,6,4,2
11926460,6,3,1
11926460,6,1,2
11926244,6,1,1
11926244,6,2,2
11926522,6,2,1
11926522,3,6,2
11926522,6,4,3
11926523,6,3,1
11926523,6.6,7.8,2
11926523,5,7,3
11926786,6,3,1
11926786,3,6,2
11926786,6,3,3
11926636,6,2,1
11926636,7,5,2
11926638,6,2,1
11926638,6,2,2
11926639,7.7,6.5,1
11926639,6.5,7.7,2
11926639,6.4,7.7,3
11926408,6.3,7.7,1
11926408,6,2,2
11926408,7.7,6.5,3
11926409,7.7,6.5,1
11926409,6,4,2
11926670,0,6,1
11926670,7.7,6.5,2
11926670,1,6,3
11926685,7,5,1
11926685,4,6,2
11926685,6.4,7.7,3
11926712,6,3,1
11926712,7,5,2
11926713,3,6,1
11926713,3,6,2
11926747,6,4,1
11926747,1,6,2
11926747,6,3,3
11926520,6,2,1
11926520,4,6,2
11926520,6,3,3
11926521,6,4,1
11926521,7,5,2
11927089,4,6,1
11927089,3,6,2
11927090,7,5,1
11927090,7.7,6.4,2
11927091,7.7,6.4,1
11927091,1,1,2
11927103,7.7,6.1,1
11927103,6,1,2
11927106,1,6,1
11927106,4,6,2
11927109,4,6,1
11927109,2,6,2
11926637,4,6,1
11926637,7.7,6.1,2
11926637,2,6,3
11926904,4,6,1
11926904,3,6,2
11926905,7.7,6.5,1
11926905,4,6,2
11926905,6,3,3
11926678,6,4,1
11926678,7,5,2
11926679,6.5,7.7,1
11926679,6.4,7.7,2
11926951,7.7,6.2,1
11926951,3,6,2
11926951,6,4,3
11927362,5,7,1
11927362,1,6,2
11927363,2,6,1
11927363,2,6,2
11927154,4,6,1
11927154,3,6,2
11926927,6,4,1
11926927,6,4,2
11926930,4,6,1
11926930,7,5,2
11926931,6,3,1
11926931,6,3,2
11927202,6,2,1
11927202,6,3,2
11927203,6.2,7.7,1
11927203,6,2,2
11927203,3,6,3
11927204,7.10,6.8,1
11927204,6,4,2
11927205,3,6,1
11927205,2,6,2
11927206,2,6,1
11927206,4,6,2
11927207,6,1,1
11927207,6,2,2
11927208,4,6,1
11927208,3,6,2
11927209,4,6,1
11927209,3,6,2
11927210,4,6,1
11927210,6.6,7.8,2
11927223,6,2,1
11927223,6,2,2
11927224,0,0,1
11927225,6,4,1
11927225,6,3,2
11927226,0,0,1
11927227,6,1,1
