event_key,score_first,score_second,score_set
11839025,7.7,6.4,1
11839025,7.8,6.6,2
11806520,4,6,1
11806520,4,6,2
11806521,6,1,1
11806521,1,1,2
11806522,4,6,1
11806522,6.0,7.7,2
11806523,1,6,1
11806523,3,6,2
11806524,2,6,1
11806524,2,6,2
11806525,7.9,6.7,1
11806525,3,6,2
11806525,3,6,3
11806526,6,4,1
11806526,6,3,2
11806527,6,3,1
11806527,1,6,2
11806527,2,6,3
666112,7.7,6.1,1
666112,6,4,2
11687942,6.5,7.7,1
11687942,6,3,2
11687942,6,4,3
11687943,6,3,1
11687943,6,1,2
11687944,6,3,1
11687944,6,4,2
11687945,6.2,7.7,1
11687945,6,1,2
11687945,6,3,3
11687946,6,3,1
11687946,6,1,2
11687947,4,6,1
11687947,6.4,7.7,2
1665846,1,6,1
1665846,2,6,2
1665847,3,6,1
1665847,5,7,2
1665848,6,3,1
1665848,6,1,2
1665849,3,6,1
1665849,6,1,2
1665849,4,6,3
1665850,7.7,6.2,1
1665850,6.4,7.7,2
1665850,6,3,3
1665851,2,6,1
1665851,2,6,2
1665852,2,6,1
1665852,2,3,2
1665853,1,6,1
1665853,2,6,2
1665854,7,5,1
1665854,3,6,2
1665854,4,6,3
1665855,7.8,6.6,1
1665855,6,4,2
11806528,7,5,1
11806528,3,6,2
11806528,6,3,3
1665856,6,2,1
1665856,6,4,2
11806529,7.7,6.4,1
11806529,7,5,2
1665857,6,1,1
1665857,6,1,2
11806530,2,6,1
11806530,4,6,2
1665858,6,2,2
11806531,6,3,1
11806531,7.9,6.7,2
1665859,6.5,7.7,1
1665859,7.7,6.3,2
1665859,6,1,3
11806532,5,7,1
11806532,5,7,2
1665860,5,7,1
1665860,2,6,2
11806533,4,6,1
11806533,2,6,2
1665861,7.7,6.3,1
1665861,6,3,2
11806534,4,6,1
11806534,5,7,2
1665862,5,7,1
1665862,6,4,2
1665862,7.10,6.6,3
11806535,2,6,1
11806535,6.3,7.7,2
1665863,6,4,1
1665863,6,4,2
11806536,6.5,7.7,2
11806536,7,5,3
1665864,3,6,1
1665864,6.5,7.7,2
1665865,3,6,1
1665865,4,6,2
1665866,6,2,1
1665866,3,6,2
1665866,7.10,6.6,3
1665867,5,7,1
1665867,7,5,2
1665867,7.10,6.3,3
1665868,7.7,6.5,1
1665868,6,2,2
1665869,6,1,1
1665869,6,1,2
1665870,3,6,1
1665870,4,6,2
666106,2,6,1
666106,2,6,2
666107,6.5,7.7,1
666107,6,4,2
666107,6.5,7.10,3
666108,6,1,1
666108,6,1,2
666109,6.3,7.7,1
666109,1,6,2
666110,6.5,7.7,1
666110,2,6,2
666111,6.5,7.7,1
666111,2,6,2
11687948,6.5,7.7,1
11687948,6,4,2
11687948,7,5,3
11687949,6.3,7.7,1
11687949,7.7,6.5,2
11687949,6,3,3
11687950,6.4,7.7,1
11687950,6.3,7.7,2
11687951,3,6,1
11687951,4,6,2
11687952,6,3,1
11687952,7,5,2
11687953,6.1,7.7,1
11687953,1,6,2
11687954,6,3,1
11687954,1,6,2
11687954,6.4,7.7,3
11687955,4,6,1
11687955,4,6,2
11806537,6,4,1
11806537,7,5,2
11806538,6,4,1
11806538,3,6,2
11806538,6.6,7.8,3
11806539,6,3,1
11806539,6.8,7.10,2
11806539,6.3,7.7,3
11806540,6,4,1
11806540,6.5,7.7,2
11806540,4,6,3
11806541,6,4,1
11806541,6,4,2
11806542,4,6,1
11806542,6,4,2
11806542,3,6,3
11806543,7.7,6.2,1
11806543,7,5,2
1665871,7.8,6.6,1
1665871,6,4,2
1665872,3,6,1
1665873,6,3,1
1665873,3,6,2
1665873,6,3,3
1665874,3,6,1
1665874,4,6,2
1665875,4,6,1
1665875,3,6,2
1665876,6,3,1
1665876,6,4,2
1665877,5,7,1
1665877,1,6,2
11688100,4,6,1
11688100,7.7,6.5,2
11688100,5,7,3
11688101,4,6,1
11688102,6,3,1
11688102,6,4,2
11688103,6,1,1
11688104,6,3,1
11688104,6,1,2
11688105,3,6,1
11688105,3,6,2
11688106,6,4,2
11688107,6,2,1
11688107,6,2,2
11688108,7,5,1
11688108,6,1,2
11688109,4,6,1
11688109,1,6,2
11688110,3,6,1
11688110,2,6,2
11688111,5,7,1
11688111,6.4,7.7,2
11688112,7,5,1
11688112,6,4,2
11688113,4,6,1
11688113,2,6,2
11688114,7.7,6.5,1
11688114,6,2,2
11688115,6,1,1
11688115,6,1,2
11688116,4,6,1
11688116,6.2,7.7,2
11688117,3,6,1
11688117,6,4,2
11688117,6,2,3
11688118,6,4,1
11688118,6,1,2
11688119,7.9,6.7,1
11688119,5,7,2
11688119,7.10,6.4,3
11688120,3,6,1
11688120,6,3,2
11688120,7.10,6.5,3
11688121,6,3,1
11688121,6.4,7.7,2
11688121,7.10,6.7,3
11688122,6,2,1
11688122,3,6,2
11688122,5,7,3
11688123,6,4,1
11688123,6,4,2
11688124,6.7,7.9,1
11688124,7,5,2
11688124,6,4,3
11687956,6,1,1
11687957,4,6,1
11687957,7.7,6.4,2
11687957,3,6,3
11687958,6.2,7.7,1
11687958,2,6,2
11687959,3,6,1
11687959,2,6,2
11687960,2,6,1
11687960,4,6,2
11687961,1,6,1
11687961,7.7,6.4,2
11687961,7,5,3
11687962,6,3,1
11687962,3,6,2
11687962,6.3,7.7,3
11806544,3,6,1
11806544,3,6,2
11806545,4,6,1
11806545,4,6,2
11806546,4,6,1
11806546,4,6,2
11806547,6,3,1
11806547,6.2,7.7,2
11806547,3,6,3
11806548,3,6,1
11806548,6,4,2
11806548,6,4,3
11806549,6,3,1
11806549,3,6,2
11806549,6,3,3
11806550,7,5,1
11806550,6.1,7.7,2
11806550,4,6,3
11806551,4,6,1
11806551,6,3,2
11806551,3,6,3
11688125,3,6,1
11688125,6,2,2
11688125,6,3,3
11688126,7.7,6.4,1
11688126,7.7,6.4,2
11688127,6,4,1
11688127,7,5,2
11688128,6,2,1
11688128,7.7,6.5,2
11688129,2,6,1
11688130,7,5,1
11688130,5,7,2
11688130,4,6,3
11688131,2,6,1
11688131,7.10,6.8,2
11688132,3,6,1
11688132,7.7,6.4,2
11688132,7.13,6.11,3
11688133,4,6,1
11688133,6,3,2
11688133,2,6,3
11688134,6,2,1
11688134,7.7,6.3,2
11688135,4,6,1
11688135,1,6,2
11688136,6.5,7.7,1
11688136,3,6,2
11688137,7,5,1
11688137,1,6,2
11688137,6,1,3
11688138,6,1,1
11688138,6.6,7.8,2
11688138,6,2,3
11688139,3,6,1
11688139,4,6,2
11688140,6.4,7.7,1
11688140,3,6,2
11688141,7.9,6.7,1
11688141,6,2,2
11688142,4,6,1
11688142,6.4,7.7,2
11688143,7,5,1
11688143,6,3,2
11688144,3,6,1
11688144,6,4,2
11688144,4,6,3
11688145,6,4,1
11688145,7.7,6.1,2
11688146,3,6,1
11688146,6,3,2
11688146,3,6,3
11688147,7.7,6.2,1
11688147,3,6,2
11688147,5,7,3
11688148,6,2,1
11688148,2,6,2
11688148,4,6,3
11688149,6,4,1
11688149,7.7,6.4,2
11688150,4,6,1
11688150,7,5,2
11688150,6,1,3
11688151,6,4,1
11688151,6.3,7.7,2
11688151,3,6,3
11688152,6.4,7.7,1
11688152,6,4,2
11688152,7,5,3
11688153,6.8,7.10,1
11688153,6,3,2
11688153,6,4,3
11688154,6,2,1
11688154,7,5,2
11688155,1,6,1
11688155,4,6,2
11688156,3,6,1
11688156,6,2,2
11688156,4,6,3
11688200,6,4,1
11688200,6,3,2
11688201,6.4,7.7,1
11688201,4,6,2
11688202,6,3,1
11688203,1,6,1
11688203,2,6,2
11688205,3,6,1
11688205,6.5,7.7,2
11688206,6,4,1
11688206,6,1,2
11688207,6,3,1
11688207,4,6,2
11688207,4,6,3
11688208,3,6,1
11688208,6.5,7.7,2
11688209,2,6,1
11688209,2,6,2
11688210,6.2,7.7,1
11688210,6.7,7.9,2
11688211,4,6,1
11688211,5,7,2
11688212,6,1,1
11688212,6,4,2
11688213,3,6,1
11688213,4,6,2
11688214,6,3,1
11688214,6,4,2
11688215,6.3,7.7,1
11688215,3,6,2
11687963,1,6,1
11687963,7.7,6.5,2
11687963,2,6,3
11687964,6.3,7.7,1
11687964,6.2,7.7,2
11687965,1,6,1
11687965,6,1,2
11687965,6,1,3
11687966,6,2,1
11687966,6.2,7.7,2
11687966,5,7,3
11806552,6,4,1
11806552,7.7,6.3,2
11806553,1,6,1
11806553,2,6,2
11806554,6,3,1
11806554,6,2,2
11806555,6,3,1
11806555,6.4,7.7,2
11806555,6,1,3
11687967,3,6,1
11687967,4,6,2
11806556,6.6,7.8,1
11806556,7.7,6.2,2
11806556,3,6,3
11806557,6.4,7.7,1
11806557,6,3,2
11806557,3,6,3
11687969,4,6,1
11687969,6,4,2
11687969,6,4,3
11806558,4,6,1
11806558,6,3,2
11806558,6.4,7.7,3
11688216,6,3,1
11688216,6,3,2
11688216,6,2,3
11688217,2,6,1
11688217,4,6,2
11688217,7.7,6.2,3
11688217,5,7,4
11688218,6,4,1
11688218,5,7,2
11688218,6,2,3
11688218,4,6,4
11688218,7,5,5
11688219,3,6,1
11688219,6,3,2
11688219,5,7,3
11688219,3,6,4
11688220,3,6,1
11688220,6,3,2
11688220,6,4,3
11688220,6,4,4
11688221,4,6,1
11688221,2,6,3
11688222,6,4,1
11688222,6,4,2
11688222,6,3,3
11688223,7.7,6.1,1
11688223,6,2,2
11688223,6,2,3
11688224,6,4,1
11688224,1,6,2
11688224,6,3,3
11688224,6,2,4
11688225,4,6,1
11688225,2,6,2
11688225,5,7,3
11688226,4,6,1
11688226,6,4,2
11688226,4,6,3
11688226,1,6,4
11688227,6,3,1
11688227,7.7,6.3,2
11688227,6,3,3
11688228,6.5,7.7,1
11688228,6.1,7.7,2
11688228,6,1,3
11688228,7.12,6.10,4
11688228,4,6,5
11688229,7.7,6.3,1
11688229,6,2,2
11688230,3,6,1
11688230,3,6,2
11688230,7.7,6.5,3
11688230,6.6,7.8,4
11688231,7,5,1
11688231,2,6,2
11688231,6,4,3
11688231,6,1,4
11688232,5,7,1
11688232,2,6,2
11688232,6,3,3
11688232,3,6,4
11688233,7.7,6.4,1
11688233,6,3,2
11688233,6.6,7.8,3
11688233,6,1,4
11688234,6,3,1
11688234,6,3,2
11688234,6,3,3
11688235,4,6,1
11688235,4,6,2
11688235,4,6,3
11688236,3,6,1
11688236,2,6,2
11688236,2,6,3
11688237,6.8,7.10,1
11688237,7,5,2
11688237,6.2,7.7,3
11688237,6,2,4
11688237,6,3,5
11688238,6,3,1
11688238,6.1,7.7,2
11688238,6,3,3
11688238,4,6,4
11688238,6,4,5
11688239,6,4,1
11688239,5,7,2
11688239,6,2,3
11688239,6.6,7.8,4
11688239,2,6,5
11688240,6.3,7.7,1
11688240,6,3,2
11688240,1,6,3
11688240,7.7,6.2,4
11688240,6,4,5
11688241,6,4,1
11688241,6,4,2
11688241,3,6,3
11688241,6.5,7.7,4
11688241,3,6,5
11688242,7.7,6.3,1
11688242,6,3,3
11688243,6,1,1
11688243,6.4,7.7,2
11688243,6.3,7.7,3
11688243,3,6,4
11688244,6,3,1
11688244,6,4,2
11688244,7.8,6.6,3
11688245,3,6,1
11688245,6.2,7.7,2
11688245,3,6,3
11688246,4,6,1
11688246,1,6,2
11688246,7.7,6.0,3
11688246,6,2,4
11688246,6.4,7.10,5
11688248,6,3,1
11688248,6,4,2
11688248,6,2,3
11688249,6,1,1
11688249,5,7,2
11688249,1,6,3
11688249,4,6,4
11688250,4,6,1
11688250,6,4,2
11688250,4,6,3
11688250,4,6,4
11688251,6,4,1
11688251,6.6,7.8,2
11688251,6,3,3
11688251,7.7,6.5,4
11688252,7.7,6.3,1
11688252,7,5,2
11688252,6,2,3
11688253,4,6,1
11688253,6,1,2
11688253,4,6,3
11688253,1,6,4
11688254,6,4,1
11688254,3,6,2
11688254,6.5,7.7,3
11688254,4,6,4
11688255,6,3,1
11688255,6,4,2
11688255,7.7,6.3,3
11688256,6.3,7.7,2
11688256,3,6,3
11688256,6,4,4
11688256,6,3,5
11688257,7.7,6.4,1
11688257,6,1,2
11688257,7.7,6.3,3
11688258,6,3,1
11688258,3,6,2
11688258,6,4,3
11688258,7,5,4
11688259,6,4,1
11688259,6,2,2
11688259,4,6,3
11688259,7,5,4
11688260,2,6,1
11688260,3,6,2
11688260,4,6,3
11688261,4,6,1
11688261,6,3,2
11688261,6,2,3
11688261,2,6,4
11688261,7.10,6.4,5
11688262,3,6,1
11688262,3,6,2
11688262,6,4,3
11688262,7.9,6.7,4
11688262,6.6,7.10,5
11688263,6,4,1
11688263,1,6,2
11688263,7,5,3
11688263,6.3,7.7,4
11688263,4,6,5
11688264,1,6,1
11688264,6.6,7.8,2
11688264,2,6,3
11688265,6,3,1
11688265,2,6,2
11688265,3,6,3
11688265,2,6,4
11688266,2,6,1
11688266,2,6,2
11688266,3,6,3
11688267,6,4,1
11688267,6.5,7.7,2
11688267,7.7,6.5,3
11688267,6.4,7.7,4
11688267,1,6,5
11688268,3,6,1
11688268,6.6,7.8,2
11688268,7.7,6.5,3
11688268,3,6,4
11688269,3,6,1
11688269,4,6,2
11688270,3,6,1
11688270,2,6,2
11688270,2,6,3
11688271,6,4,1
11688271,3,6,2
11688271,4,6,3
11688271,6.11,7.13,4
11688272,3,6,1
11688272,7,5,2
11688272,7.8,6.6,3
11688272,6,3,4
11688273,3,6,1
11688273,4,6,2
11688273,3,6,3
11688274,4,6,1
11688274,2,6,2
11688274,7.9,6.7,3
11688274,6,4,4
11688274,6,2,5
11688275,6,3,1
11688275,6,3,2
11688275,3,6,3
11688275,2,6,4
11688275,2,6,5
11688276,4,6,1
11688276,4,6,2
11688276,5,7,3
11688277,4,6,1
11688277,4,6,2
11688277,1,6,3
11688278,6,4,1
11688278,5,7,2
11688278,6,4,3
11688278,6,2,4
11688279,2,6,1
11688279,3,6,2
11688279,7,5,3
11688279,4,6,4
11688280,7.7,6.5,1
11688280,6.8,7.10,2
11688280,2,6,3
11688280,2,6,4
11688281,4,6,1
11688281,6,1,2
11688281,3,6,3
11688281,6,3,4
11688281,3,6,5
11688282,3,6,1
11688282,2,6,2
11688282,2,6,3
11688283,5,7,1
11688283,2,6,2
11688283,2,6,3
11688284,3,6,1
11688284,4,6,2
11688284,2,6,3
11688285,6,4,1
11688285,7,5,2
11688286,7.7,6.2,1
11688286,7,5,2
11688286,3,6,3
11688286,6,3,4
11688287,3,6,1
11688287,6,4,2
11688287,6,2,3
11688287,7,5,4
11688288,6,1,1
11688288,6,2,2
11688288,6,2,3
11688289,3,6,1
11688289,6.3,7.7,2
11688289,5,7,3
11688290,3,6,1
11688290,7.7,6.3,2
11688290,2,6,3
11688290,6,3,4
11688290,6,3,5
11688291,6,3,1
11688291,6,2,3
11688292,6,2,1
11688292,7,5,2
11688292,6,4,3
11688293,6,4,1
11688293,6,4,2
11688293,6,4,3
11688294,4,6,1
11688294,4,6,2
11688294,6,3,3
11688294,3,6,4
11688295,6,3,1
11688295,3,6,2
11688295,7.7,6.2,3
11688295,6,3,4
11688296,4,6,1
11688296,4,6,2
11688296,1,6,3
11688297,2,6,1
11688297,6,2,2
11688297,7.7,6.4,3
11688297,3,6,4
11688297,4,6,5
11688298,6,3,1
11688298,7,5,2
11688298,6.4,7.7,3
11688298,6,2,4
11688299,6,2,1
11688299,6,4,2
11688299,6.2,7.7,3
11688299,6,3,4
11688300,7.7,6.3,1
11688300,7.7,6.3,2
11688300,7,5,3
11688301,1,6,1
11688301,4,6,2
11688301,4,6,3
11688302,2,6,1
11688302,7.7,6.5,2
11688302,2,6,3
11688302,4,6,4
11688303,7.7,6.4,1
11688303,6.2,7.7,2
11688303,4,6,3
11688303,7.8,6.6,4
11688303,2,6,5
11688304,6.1,7.7,1
11688304,6,4,2
11688304,6,3,3
11688304,6,2,4
11688305,6,3,1
11688305,6,2,2
11688306,5,7,1
11688306,4,6,2
11688306,4,6,3
11688307,6,4,1
11688307,6,2,2
11688307,3,6,3
11688307,2,6,4
11688307,2,6,5
11688308,6,4,1
11688308,6,4,2
11688308,6.5,7.7,3
11688308,1,6,4
11688308,6.4,7.10,5
11688309,6.3,7.7,1
11688309,6,4,2
11688309,4,6,3
11688309,1,6,4
11688310,1,6,1
11688310,7.7,6.5,2
11688310,2,6,3
11688311,4,6,1
11688311,6.4,7.7,2
11688311,7.7,6.5,3
11688311,6,3,4
11688311,7,5,5
11688312,6,4,1
11688312,6,4,2
11688312,1,6,3
11688312,2,6,4
11688313,6,2,1
11688313,7.7,6.5,2
11688313,6,3,3
11688314,6.6,7.8,1
11688314,3,6,2
11688314,2,6,3
11688315,1,6,1
11688315,6,3,2
11688315,1,6,3
11688315,4,6,4
11688316,7.10,6.8,1
11688316,3,6,2
11688316,6,3,3
11688316,1,6,4
11688316,4,6,5
11688317,7.7,6.3,1
11688317,6,4,2
11688317,1,6,3
11688317,4,6,4
11688317,6,3,5
11688318,6,3,1
11688318,6,4,2
11688318,3,6,3
11688318,7.11,6.9,4
11688319,7.9,6.7,1
11688319,6,3,2
11688319,7.7,6.4,3
11688320,6,4,1
11688320,6,2,2
11688320,6,3,3
11688321,4,6,1
11688321,2,6,2
11688321,6.5,7.7,3
11688322,6.0,7.7,1
11688322,2,6,2
11688322,1,6,3
11688323,6,1,1
11688323,6,4,2
11688323,6,3,3
11688324,6,4,1
11688324,6,1,2
11688324,6,2,3
11688325,3,6,1
11688325,6.4,7.7,2
11688325,4,6,3
11688326,1,6,1
11688326,7.9,6.7,2
11688326,3,6,3
11688326,4,6,4
11688327,6.7,7.9,1
11688327,3,6,2
11688327,4,6,3
11688328,6,3,1
11688328,3,6,2
11688328,2,6,3
11688328,6,1,4
11688328,6.7,7.10,5
11688330,4,6,1
11688330,6,3,2
11688330,7.7,6.2,3
11688330,7.7,6.3,4
11688331,6,4,1
11688331,6,4,2
11688331,3,6,3
11688331,4,6,4
11688331,6,3,5
11688332,6.5,7.7,1
11688332,6,2,2
11688332,6.4,7.7,3
11688332,7.7,6.4,4
11688332,6,2,5
11688333,6,3,1
11688333,3,6,2
11688333,6,3,3
11688333,4,6,4
11688333,7.11,6.9,5
11688334,2,6,1
11688334,6,4,2
11688334,2,6,3
11688334,5,7,4
11688335,2,6,1
11688335,1,6,2
11688335,2,6,3
11688336,7.7,6.5,1
11688336,6,3,2
11688337,6,3,1
11688337,7.7,6.2,2
11688337,6,4,3
11688338,6.6,7.8,1
11688338,3,6,2
11688338,7,5,3
11688338,4,6,4
11688339,1,6,1
11688339,2,6,2
11688339,4,6,3
11688340,6.2,7.7,1
11688340,4,6,2
11688340,7.8,6.6,3
11688340,3,6,4
11688341,7,5,1
11688341,6,1,2
11688341,6,2,3
11688342,3,6,1
11688342,6.4,7.7,2
11688342,6.5,7.7,3
11762307,7.7,6.1,1
11762307,6,1,2
11762308,6,2,1
11762308,6,1,2
11753217,4,6,1
11753217,1,6,2
11753218,1,6,1
11753218,6.6,7.8,2
11753219,7.7,6.4,1
11753219,6,3,2
11753220,3,6,1
11753220,2,6,2
11753221,6,4,1
11753221,7,5,2
11753222,6,2,1
11753222,2,6,2
11753222,4,6,3
11753223,1,6,1
11753223,3,6,2
11753224,6,1,1
11753224,6,4,2
11753225,3,6,1
11753225,6,4,2
11753225,6.8,7.10,3
11753226,6,4,1
11753226,6,1,2
11753227,6,2,1
11753227,2,6,2
11753227,6,4,3
11762257,7,5,1
11762257,3,6,2
11762257,6,1,3
11762258,4,6,1
11762258,7.7,6.5,2
11762258,2,6,3
11762259,6,2,1
11762259,6,3,2
11762260,6,2,1
11762260,7.7,6.5,2
11762261,6,4,1
11762261,6,2,2
11762262,6,4,1
11762262,2,6,2
11762262,6,4,3
11762263,6,2,2
11762264,6,2,1
11762264,6,2,2
11762265,6,1,1
11762265,6,2,2
11762266,6,1,1
11762267,6,4,1
11762267,3,6,2
11762267,4,6,3
11762268,6,3,1
11762268,6,4,2
11762269,6,1,1
11762269,6,1,2
11762270,6,2,1
11762270,6,3,2
11762309,3,6,1
11762309,2,6,2
11762310,6,3,1
11762310,6,3,2
11762311,4,6,1
11762311,6.4,7.7,2
11762312,1,6,1
11762312,4,6,3
11762313,7.7,6.5,1
11762313,6,4,2
11762314,6,1,1
11762314,3,6,2
11762314,6,2,3
11762315,1,6,1
11762315,4,6,2
11762316,7.7,6.2,1
11762316,4,6,2
11762316,6,2,3
11762317,6,4,1
11762318,6.3,7.7,1
11762318,6,2,2
11762318,10,7,3
11762319,2,6,1
11762319,1,6,2
11762320,2,6,1
11762320,3,6,2
11753228,2,6,1
11753228,5,7,2
11753229,6,1,1
11753229,4,6,2
11753229,6.6,7.8,3
11753230,4,6,1
11753230,2,6,2
11753231,6.3,7.7,1
11753231,4,6,2
11753232,7.8,6.6,1
11753232,2,6,2
11753232,6,4,3
11753233,6.6,7.8,1
11753233,2,6,2
11753234,6,3,1
11753234,7,5,2
11753235,6,1,1
11753235,1,6,2
11753235,6,3,3
11753236,2,6,1
11753236,6.4,7.7,2
11753237,7,5,1
11753237,6,3,2
11753238,4,6,1
11753238,4,6,2
11753239,1,6,1
11753239,3,6,2
11753240,3,6,1
11753240,3,6,2
11753241,6,3,1
11753241,7.7,6.2,2
11753242,4,6,1
11753242,7.7,6.4,2
11753242,4,10,3
11753243,7.8,6.6,1
11753243,5,7,2
11753243,6,3,3
11753244,3,6,1
11753244,6,3,2
11753244,6.3,7.7,3
11753245,6.6,7.8,1
11753245,6,3,2
11753245,2,6,3
11753246,6,2,1
11753246,6,2,2
11753247,3,6,1
11753247,7,5,2
11753247,4,6,3
11753248,4,6,1
11753248,4,6,2
11762271,6.1,7.7,1
11762271,2,6,2
11762272,7,5,1
11762272,3,6,2
11762272,2,6,3
11762273,6,3,1
11762273,6,2,2
11762274,6,3,1
11762274,6,4,2
11762275,4,6,1
11762275,1,6,2
11762277,7,5,1
11762277,6,2,2
11762278,6,3,2
11762279,6,2,1
11762279,6,2,2
11762280,7.7,6.4,1
11762280,6,4,2
11762281,6,1,1
11762281,2,6,2
11762281,7.7,6.2,3
11762282,5,7,1
11762282,6.1,7.7,2
11762283,6,2,1
11762283,6,2,2
11762284,7,5,1
11762284,6,3,2
11762285,4,6,1
11762285,6.1,7.7,2
11762287,4,6,1
11762287,3,6,2
11762288,6,3,1
11762288,6,4,2
11762289,5,7,1
11762289,3,6,2
11752837,6,3,1
11752837,6,2,2
11752838,6,3,1
11752838,6,4,2
11752839,7,5,1
11752839,5,7,2
11752839,6,4,3
11752840,6,4,1
11752840,4,6,2
11752840,7,5,3
11752841,3,6,1
11752841,6,4,2
11752841,6,2,3
11752842,4,6,1
11752842,6,1,2
11752842,6,4,3
11752843,3,6,1
11752843,4,6,2
11752844,7,5,1
11752844,6,1,2
11762321,6,3,1
11762321,3,6,2
11762321,6,3,3
11762322,3,6,1
11762322,1,6,2
11762323,6,3,2
11762324,6,4,1
11762324,6,4,2
11762325,6,3,1
11762325,5,7,2
11762325,6,4,3
11762326,1,6,1
11762326,5,7,2
11762327,5,7,1
11762327,6,4,2
11762327,5,7,3
11762328,6,3,1
11762328,1,6,2
11762328,4,6,3
11762329,6,1,1
11762329,6,1,2
11762330,4,6,1
11762330,6,3,2
11762330,6,3,3
11762331,6,3,1
11762331,6,4,2
11762332,2,6,1
11762332,4,6,2
11762333,7.7,6.5,1
11762333,7,5,2
11762334,4,6,1
11762334,6,4,2
11762334,4,6,3
11762335,6,4,1
11762335,6,4,2
11762336,7.8,6.6,1
11762336,6,3,2
11762337,4,6,1
11762337,7,5,2
11762337,6,3,3
11762338,6,1,1
11762338,6,1,2
11762339,4,6,1
11762339,6,4,2
11753249,3,6,1
11753249,6,1,2
11753249,6,3,3
11753250,6,3,1
11753250,7.7,6.4,2
11753251,7,5,1
11753251,6,1,2
11753252,7.7,6.3,1
11753252,6,2,2
11753253,6,4,1
11753253,6,4,2
11753254,6,4,1
11753254,3,6,2
11753254,6,3,3
11753255,4,6,1
11753255,1,6,2
11762290,3,6,1
11762290,7,5,2
11762290,4,6,3
11762291,6,2,1
11762291,7,5,2
11762292,1,6,1
11762292,4,6,2
11762293,7.7,6.1,1
11762293,6,1,2
11762294,7.7,6.5,1
11762294,2,6,2
11762294,4,6,3
11752845,7.8,6.6,1
11752845,1,6,2
11752845,6.4,7.7,3
11752846,4,6,1
11752846,6,1,2
11752846,6,2,3
11752847,6,1,1
11752847,7,5,2
11752848,6,2,1
11752848,6,2,2
11762340,6,4,1
11762340,3,6,2
11762340,7,5,3
11762341,4,6,1
11762342,4,6,1
11762343,6.1,7.7,1
11762343,6,4,2
11762343,10,8,3
11762344,3,6,1
11762344,6,3,2
11762344,6,4,3
11762345,6,2,1
11762345,1,6,2
11762345,3,6,3
11762346,6,4,1
11762346,7,5,2
11762347,6,3,1
11762347,6,3,2
11762348,7.9,6.7,1
11762349,1,6,1
11708357,4,6,1
11708357,6,3,2
11708357,4,6,3
11708358,6,4,1
11708358,7.7,6.5,2
11708359,7.10,6.8,1
11708359,6,2,2
11708360,6,1,1
11708360,3,6,2
11708360,4,6,3
11708361,6,4,1
11708361,6,4,2
11708362,3,6,1
11708362,7,5,2
11708362,7,5,3
11708363,3,6,1
11708363,3,6,2
11708364,4,6,1
11708364,3,6,2
11807956,5,7,1
11807956,3,6,2
11807957,6,4,1
11807957,6,4,2
11807958,7.7,6.5,1
11807958,6.3,7.7,2
11807958,1,6,3
11807959,3,6,1
11807959,4,6,2
11807960,3,6,1
11807960,6,4,2
11807960,7.7,6.5,3
11807961,4,6,1
11807961,3,6,2
11752849,7.8,6.6,1
11752849,3,6,2
11752849,5,7,3
11752850,7.7,6.3,1
11752850,6,3,2
11762350,3,6,1
11762350,6,3,2
11762350,4,6,3
11708366,6,3,1
11708366,6.10,7.12,2
11708366,4,6,3
11708367,5,7,1
11708367,6,4,2
11708367,7.7,6.3,3
11708368,1,6,1
11708368,6,3,2
11708368,3,6,3
11708369,7,5,1
11708369,7,5,2
11708370,6.3,7.7,1
11708370,7,5,2
11708370,6,2,3
11807962,4,6,1
11807962,3,6,2
11807963,6,3,1
11807963,6,2,2
11807964,6,3,1
11807964,6,4,2
11807965,5,7,1
11807965,3,6,2
11807966,7.10,6.8,1
11807966,7.7,6.5,2
11807967,6,4,1
11807967,7,5,2
11752851,4,6,1
11752852,6,4,1
11752852,6,3,2
11752853,6.5,7.7,1
11752853,6,1,2
11752853,6,2,3
11752854,6.6,7.8,1
11752854,2,6,2
11752855,6.3,7.7,1
11752855,6,2,2
11708371,3,6,1
11708371,7.9,6.7,2
11708371,6,2,3
11708372,5,7,1
11708372,6,2,2
11708372,5,7,3
11708373,6,3,1
11708373,6,2,2
11708374,7,5,1
11708374,5,7,2
11708375,6,3,1
11708375,3,6,2
11708375,6,3,3
11708376,3,6,1
11708376,4,6,2
11708377,4,6,1
11708377,4,6,2
11807968,7.7,6.2,1
11807968,4,6,2
11807968,6,4,3
11807969,4,6,1
11807969,7.7,6.1,2
11807969,1,6,3
11807970,3,6,1
11807971,6,1,1
11807971,7,5,2
11807972,6.6,7.8,1
11807972,2,6,2
11807973,6,3,1
11807973,6,3,2
11752856,6.8,7.10,1
11752856,6,2,2
11752856,7.8,6.6,3
11752857,6,2,1
11752857,6,2,2
11752858,3,6,1
11752858,7.7,6.5,2
11752858,6,4,3
11752859,5,7,1
11752859,6,4,2
11752859,6,3,3
11752860,2,6,1
11752860,6.4,7.7,2
11708378,4,6,1
11708379,1,6,1
11708379,7.7,6.2,2
11708380,6,4,1
11708380,6.12,7.14,2
11708380,7.7,6.3,3
11708382,6,3,1
11708382,6,4,2
11807974,2,6,1
11807974,6,4,2
11807974,6,2,3
11807975,6,3,1
11807975,3,6,2
11807975,6,3,3
11807976,7.7,6.5,1
11807976,7.7,6.1,2
11807977,6,4,1
