point_id,number_point,score,break_point,set_point,match_point
90315,4,30 - 30,,,
90316,5,40 - 30,,,
90317,6,40 - 40,,,
90318,7,A - 40,,,
90319,8,40 - 40,,,
90320,9,A - 40,,,
90321,1,15 - 0,,,
90322,2,30 - 0,,,
90323,3,30 - 15,,,
90324,4,30 - 30,,,
90325,5,40 - 30,First Play,,
90326,1,15 - 0,,,
90327,2,30 - 0,,,
90328,3,40 - 0,,First Play,First Play
90329,4,40 - 15,,First Play,First Play
90330,5,40 - 30,,First Play,First Play
90331,6,40 - 40,,,
90332,7,A - 40,,First Play,First Play
90333,8,40 - 40,,,
90334,9,40 - A,First Play,,
90335,1,15 - 0,,,
90336,2,15 - 15,,,
90337,3,30 - 15,,,
90338,4,40 - 15,First Play,,
90339,5,40 - 30,First Play,,
90340,6,40 - 40,,,
90341,7,40 - A,,,
90342,8,40 - 40,,,
90343,9,40 - A,,,
90344,10,40 - 40,,,
90345,11,A - 40,First Play,,
90346,12,40 - 40,,,
90347,13,40 - A,,,
90348,14,40 - 40,,,
90349,15,A - 40,First Play,,
90350,16,40 - 40,,,
90351,17,A - 40,First Play,,
90352,1,0 - 15,,,
90353,2,15 - 15,,,
90354,3,15 - 30,,,
90355,4,15 - 40,First Play,,
90356,5,30 - 40,First Play,,
90357,1, - ,,,
90358,1,15 - 0,,,
90359,2,30 - 0,,,
90360,3,40 - 0,,,
90361,1,0 - 15,,,
90362,2,0 - 30,,,
90363,3,0 - 40,,,
90364,1,15 - 0,,,
90365,2,30 - 0,,,
90366,3,30 - 15,,,
90367,4,40 - 15,,,
90368,1,15 - 0,,,
90369,2,15 - 15,,,
90370,3,15 - 30,,,
90371,4,30 - 30,,,
90372,5,40 - 30,First Play,,
90373,6,40 - 40,,,
90374,7,40 - A,,,
90375,8,40 - 40,,,
90376,9,40 - A,,,
90377,10,40 - 40,,,
90378,11,40 - A,,,
90379,1,0 - 15,,,
90380,2,15 - 15,,,
90381,3,15 - 30,,,
90382,4,15 - 40,First Play,,
90383,5,30 - 40,First Play,,
90384,6,40 - 40,,,
90385,7,40 - A,First Play,,
90386,8,40 - 40,,,
90387,9,40 - A,First Play,,
90388,10,40 - 40,,,
90389,11,40 - A,First Play,,
90390,12,40 - 40,,,
90391,13,A - 40,,,
90392,14,40 - 40,,,
90393,15,A - 40,,,
90394,1,0 - 15,,,
90395,2,15 - 15,,,
90396,3,15 - 30,,,
90397,4,30 - 30,,,
90398,5,30 - 40,,,
90399,1,15 - 0,,,
90400,2,30 - 0,,,
90401,3,40 - 0,,,
90402,1,0 - 15,,,
90403,2,0 - 30,,,
90404,3,0 - 40,,,
90405,1,15 - 0,,,
90406,2,15 - 15,,,
90407,3,15 - 30,,,
90408,4,30 - 30,,,
90409,5,40 - 30,,,
90410,1,15 - 0,,,
90411,2,30 - 0,,,
90412,3,40 - 0,First Play,,
90413,1,15 - 0,,,
90414,2,30 - 0,,,
90415,3,30 - 15,,,
90416,4,30 - 30,,,
90417,5,40 - 30,,,
90418,1,15 - 0,,,
90419,2,15 - 15,,,
90420,3,15 - 30,,,
90421,4,15 - 40,,,
90422,1,15 - 0,,,
90423,2,30 - 0,,,
90424,3,30 - 15,,,
90425,4,30 - 30,,,
90426,5,40 - 30,,,
90427,1,0 - 15,,,
90428,2,15 - 15,,,
90429,3,15 - 30,,,
90430,4,30 - 30,,,
90431,5,30 - 40,,,
90432,1,0 - 15,,,
90433,2,0 - 30,,,
90434,3,15 - 30,,,
90435,4,30 - 30,,,
90436,5,30 - 40,First Play,,
90437,6,40 - 40,,,
90438,7,A - 40,,,
90439,1,15 - 0,,,
90440,2,15 - 15,,,
90441,3,30 - 15,,,
90442,4,30 - 30,,,
90443,5,40 - 30,First Play,,
90444,6,40 - 40,,,
90445,7,40 - A,,,
90446,1,0 - 15,,,
90447,2,15 - 15,,,
90448,3,15 - 30,,,
90449,4,30 - 30,,,
90450,5,30 - 40,First Play,,
90451,6,40 - 40,,,
90452,7,A - 40,,,
90453,1,15 - 0,,,
90454,2,15 - 15,,,
90455,3,15 - 30,,,
90456,4,15 - 40,,,
90457,1,15 - 0,,,
90458,2,30 - 0,,,
90459,3,40 - 0,,,
90460,4,40 - 15,,,
90461,5,40 - 30,,,
90462,1,0 - 15,,,
90463,2,15 - 15,,,
90464,3,15 - 30,,,
90465,4,30 - 30,,,
90466,5,30 - 40,,,
90467,1,0 - 15,,,
90468,2,15 - 15,,,
90469,3,30 - 15,,,
90470,4,40 - 15,,,
90471,1,15 - 0,,,
90472,2,15 - 15,,,
90473,3,15 - 30,,,
90474,4,15 - 40,,,
90475,5,30 - 40,,,
90476,6,40 - 40,,,
90477,7,40 - A,,,
90478,1, - ,,,
90479,1,15 - 0,,,
90480,2,30 - 0,,,
90481,3,30 - 15,,,
90482,4,30 - 30,,,
90483,5,40 - 30,,,
90484,1,15 - 0,,,
90485,2,30 - 0,,,
90486,3,30 - 15,,,
90487,4,30 - 30,,,
90488,5,40 - 30,First Play,,
90489,6,40 - 40,,,
90490,7,A - 40,First Play,,
90491,8,40 - 40,,,
90492,9,A - 40,First Play,,
90493,10,40 - 40,,,
90494,11,A - 40,First Play,,
90495,12,40 - 40,,,
90496,13,40 - A,,,
90497,1,15 - 0,,,
90498,2,30 - 0,,,
90499,3,30 - 15,,,
90500,4,40 - 15,,,
90501,1,0 - 15,,,
90502,2,0 - 30,,,
90503,3,0 - 40,,,
90504,1,15 - 0,,,
90505,2,15 - 15,,,
90506,3,30 - 15,,,
90507,4,30 - 30,,,
90508,5,40 - 30,,,
90509,1,0 - 15,,,
90510,2,15 - 15,,,
90511,3,15 - 30,,,
90512,4,30 - 30,,,
90513,5,40 - 30,First Play,,
90514,6,40 - 40,,,
90515,7,A - 40,First Play,,
90516,1,15 - 0,,,
90517,2,30 - 0,,,
90518,3,40 - 0,,,
90519,1,0 - 15,,,
90520,2,0 - 30,,,
90521,3,15 - 30,,,
90522,4,15 - 40,,,
90523,1,0 - 15,,,
90524,2,15 - 15,,,
90525,3,15 - 30,,,
90526,4,30 - 30,,,
90527,5,30 - 40,First Play,,
90528,1,0 - 15,,,
90529,2,15 - 15,,,
90530,3,15 - 30,,,
90531,4,15 - 40,,,
90532,5,30 - 40,,,
90533,1,15 - 0,,,
90534,2,30 - 0,,,
90535,3,40 - 0,,,
90536,1,15 - 0,,,
90537,2,30 - 0,,,
90538,3,30 - 15,,,
90539,4,40 - 15,First Play,,
90540,5,40 - 30,First Play,,
90541,6,40 - 40,,,
90542,7,A - 40,First Play,,
90543,8,40 - 40,,,
90544,9,A - 40,First Play,,
90545,10,40 - 40,,,
90546,11,40 - A,,,
90547,1, - ,,,
90548,1,15 - 0,,,
90549,2,15 - 15,,,
90550,3,15 - 30,,,
90551,4,30 - 30,,,
90552,5,30 - 40,,,
90553,1,0 - 15,,,
90554,2,15 - 15,,,
90555,3,30 - 15,,,
90556,4,30 - 30,,,
90557,5,40 - 30,,,
90558,6,40 - 40,,,
90559,7,A - 40,,,
90560,8,40 - 40,,,
90561,9,A - 40,,,
90562,10,40 - 40,,,
90563,11,A - 40,,,
90564,12,40 - 40,,,
90565,13,A - 40,,,
90566,1,15 - 0,,,
90567,2,15 - 15,,,
90568,3,30 - 15,,,
90569,4,30 - 30,,,
90570,5,30 - 40,,,
90571,1,0 - 15,,,
90572,2,15 - 15,,,
90573,3,15 - 30,,,
90574,4,30 - 30,,,
90575,5,40 - 30,,,
90576,1,0 - 15,,,
90577,2,0 - 30,,,
90578,3,0 - 40,,,
90579,1,15 - 0,,,
90580,2,30 - 0,,,
90581,3,40 - 0,,,
90582,1,0 - 15,,,
90583,2,0 - 30,,,
90584,3,0 - 40,,,
90585,4,15 - 40,,,
90586,1,0 - 15,,,
90587,2,0 - 30,,,
90588,3,0 - 40,First Play,,
90589,4,15 - 40,First Play,,
90590,1,0 - 15,,,
90591,2,0 - 30,,,
90592,3,0 - 40,,,
90593,4,15 - 40,,,
90594,1,15 - 0,,,
90595,2,30 - 0,,,
90596,3,40 - 0,,,
90597,1,15 - 0,,,
90598,2,15 - 15,,,
90599,3,15 - 30,,,
90600,4,30 - 30,,,
90601,5,30 - 40,,,
90602,1,15 - 0,,,
90603,2,30 - 0,,,
90604,3,40 - 0,,,
90605,1,15 - 0,,,
90606,2,15 - 15,,,
90607,3,15 - 30,,,
90608,4,15 - 40,,,
90609,1,15 - 0,,,
90610,2,15 - 15,,,
90611,3,15 - 30,,,
90612,4,30 - 30,,,
90613,5,40 - 30,,,
90614,6,40 - 40,,,
90615,7,A - 40,,,
90616,1,0 - 15,,,
90617,2,0 - 30,,,
90618,3,15 - 30,,,
90619,4,30 - 30,,,
90620,5,30 - 40,,,
90621,1,0 - 15,,,
90622,2,15 - 15,,,
90623,3,30 - 15,,,
90624,4,40 - 15,,,
90625,1,0 - 15,,,
90626,2,0 - 30,,,
90627,3,0 - 40,,,
90628,1,0 - 15,,,
90629,2,15 - 15,,,
90630,3,30 - 15,,,
90631,4,40 - 15,,,
90632,1,0 - 15,,,
90633,2,0 - 30,,,
90634,3,15 - 30,,,
90635,4,15 - 40,,,
90636,5,30 - 40,,,
90637,1,15 - 0,,,
90638,2,30 - 0,,,
90639,3,30 - 15,,,
90640,4,40 - 15,,,
90641,1,0 - 15,,,
90642,2,0 - 30,,,
90643,3,0 - 40,,,
90644,4,15 - 40,,,
90645,1, - ,,,
90646,1,15 - 0,,,
90647,2,30 - 0,,,
90648,3,30 - 15,,,
90649,4,30 - 30,,,
90650,5,30 - 40,,,
90651,1,15 - 0,,,
90652,2,30 - 0,,,
90653,3,40 - 0,,,
90654,4,40 - 15,,,
90655,1,15 - 0,,,
90656,2,30 - 0,,,
90657,3,30 - 15,,,
90658,4,30 - 30,,,
90659,5,30 - 40,,,
90660,1,15 - 0,,,
90661,2,15 - 15,,,
90662,3,30 - 15,,,
90663,4,40 - 15,,,
90664,5,40 - 30,,,
90665,1,0 - 15,,,
90666,2,15 - 15,,,
90667,3,15 - 30,,,
90668,4,30 - 30,,,
90669,5,40 - 30,First Play,,
90670,6,40 - 40,,,
90671,7,40 - A,,,
90672,1,15 - 0,,,
90673,2,15 - 15,,,
90674,3,30 - 15,,,
90675,4,30 - 30,,,
90676,5,40 - 30,,,
90677,1,15 - 0,,,
90678,2,15 - 15,,,
90679,3,15 - 30,,,
90680,4,15 - 40,,,
90681,5,30 - 40,,,
90682,1,0 - 15,,,
90683,2,0 - 30,,,
90684,3,0 - 40,First Play,,
90685,4,15 - 40,First Play,,
90686,1,15 - 0,,,
90687,2,30 - 0,,,
90688,3,40 - 0,First Play,,
90689,1,15 - 0,,,
90690,2,15 - 15,,,
90691,3,30 - 15,,,
90692,4,40 - 15,,,
90693,1,15 - 0,,,
90694,2,30 - 0,,,
90695,3,30 - 15,,,
90696,4,30 - 30,,,
90697,5,40 - 30,First Play,,
90698,6,40 - 40,,,
90699,7,A - 40,First Play,,
90700,1,15 - 0,,,
90701,2,30 - 0,,,
90702,3,40 - 0,,,
90703,1,15 - 0,,,
90704,2,30 - 0,,,
90705,3,30 - 15,,,
90706,4,30 - 30,,,
90707,5,30 - 40,,,
90708,1,15 - 0,,,
90709,2,15 - 15,,,
90710,3,30 - 15,,,
90711,4,30 - 30,,,
90712,5,40 - 30,,,
90713,6,40 - 40,,,
90714,7,40 - A,First Play,,
90715,1,0 - 15,,,
90716,2,15 - 15,,,
90717,3,30 - 15,,,
90718,4,30 - 30,,,
90719,5,30 - 40,,,
90720,1,0 - 15,,,
90721,2,15 - 15,,,
90722,3,15 - 30,,,
90723,4,30 - 30,,,
90724,5,40 - 30,,,
90725,6,40 - 40,,,
90726,7,40 - A,First Play,,
90727,1,0 - 15,,,
90728,2,0 - 30,,,
90729,3,0 - 40,,,
90730,1,15 - 0,,,
90731,2,30 - 0,,,
90732,3,30 - 15,,,
90733,4,30 - 30,,,
90734,5,30 - 40,First Play,,
90735,6,40 - 40,,,
90736,7,40 - A,First Play,,
90737,1,0 - 15,,,
90738,2,0 - 30,,,
90739,3,0 - 40,,,
90740,1,0 - 15,,,
90741,2,15 - 15,,,
90742,3,30 - 15,,,
90743,4,40 - 15,,,
90744,5,40 - 30,,,
90745,1,15 - 0,,,
90746,2,15 - 15,,,
90747,3,30 - 15,,,
90748,4,40 - 15,First Play,,
90749,1,15 - 0,,,
90750,2,30 - 0,,,
90751,3,40 - 0,,,
90752,1,0 - 15,,,
90753,2,15 - 15,,,
90754,3,15 - 30,,,
90755,4,15 - 40,,,
90756,1,15 - 0,,,
90757,2,30 - 0,,,
90758,3,40 - 0,,,
90759,4,40 - 15,,,
90760,5,40 - 30,,,
90761,1,0 - 15,,,
90762,2,15 - 15,,,
90763,3,30 - 15,,,
90764,4,30 - 30,,,
90765,5,40 - 30,First Play,,
90766,6,40 - 40,,,
90767,7,40 - A,,,
90768,1,15 - 0,,,
90769,2,15 - 15,,,
90770,3,30 - 15,,,
90771,4,40 - 15,,,
90772,5,40 - 30,,,
90773,1,15 - 0,,,
90774,2,15 - 15,,,
90775,3,30 - 15,,,
90776,4,40 - 15,First Play,First Play,First Play
90777,1,15 - 0,,,
90778,2,30 - 0,,,
90779,3,30 - 15,,,
90780,4,30 - 30,,,
90781,5,40 - 30,,,
90782,6,40 - 40,,,
90783,7,40 - A,First Play,,
90784,8,40 - 40,,,
90785,9,A - 40,,,
90786,1,0 - 15,,,
90787,2,0 - 30,,,
90788,3,15 - 30,,,
90789,4,15 - 40,,,
90790,1,15 - 0,,,
90791,2,30 - 0,,,
90792,3,30 - 15,,,
90793,4,30 - 30,,,
90794,5,40 - 30,,,
90795,6,40 - 40,,,
90796,7,A - 40,,,
90797,1,0 - 15,,,
90798,2,15 - 15,,,
90799,3,15 - 30,,,
90800,4,15 - 40,,,
90801,5,30 - 40,,,
90802,1,15 - 0,,,
90803,2,30 - 0,,,
90804,3,30 - 15,,,
90805,4,30 - 30,,,
90806,5,40 - 30,,,
90807,1,15 - 0,,,
90808,2,15 - 15,,,
90809,3,15 - 30,,,
90810,4,15 - 40,,,
90811,5,30 - 40,,,
90812,6,40 - 40,,,
90813,7,40 - A,,,
90814,1,0 - 15,,,
90815,2,0 - 30,,,
90816,3,0 - 40,First Play,,
90817,4,15 - 40,First Play,,
90818,5,30 - 40,First Play,,
90819,1,15 - 0,,,
90820,2,15 - 15,,,
90821,3,15 - 30,,,
90822,4,15 - 40,,,
90823,1,15 - 0,,,
90824,2,15 - 15,,,
90825,3,15 - 30,,,
90826,4,30 - 30,,,
90827,5,30 - 40,First Play,,
90828,1,15 - 0,,,
90829,2,15 - 15,,,
90830,3,15 - 30,,,
90831,4,15 - 40,,,
90832,1,0 - 15,,,
90833,2,15 - 15,,,
90834,3,15 - 30,,,
90835,4,30 - 30,,,
90836,5,40 - 30,,,
90837,1,0 - 15,,,
90838,2,0 - 30,,,
90839,3,0 - 40,,,
90840,1,15 - 0,,,
90841,2,15 - 15,,,
90842,3,30 - 15,,,
90843,4,40 - 15,,,
90844,1,0 - 15,,,
90845,2,0 - 30,,,
90846,3,0 - 40,,,
90847,1,0 - 15,,,
90848,2,0 - 30,,,
90849,3,0 - 40,First Play,,
90850,4,15 - 40,First Play,,
90851,5,30 - 40,First Play,,
90852,1,15 - 0,,,
90853,2,15 - 15,,,
90854,3,30 - 15,,,
90855,4,40 - 15,First Play,,
90856,5,40 - 30,First Play,,
90857,6,40 - 40,,,
90858,7,40 - A,,,
90859,1,15 - 0,,,
90860,2,30 - 0,,,
90861,3,40 - 0,,,
90862,4,40 - 15,,,
90863,1,15 - 0,,,
90864,2,30 - 0,,,
90865,3,40 - 0,,,
90866,1,0 - 15,,,
90867,2,15 - 15,,,
90868,3,30 - 15,,,
90869,4,30 - 30,,,
90870,5,30 - 40,,,
90871,1,0 - 15,,,
90872,2,0 - 30,,,
90873,3,0 - 40,First Play,,
90874,4,15 - 40,First Play,,
90875,5,30 - 40,First Play,,
90876,6,40 - 40,,,
90877,7,40 - A,First Play,,
90878,8,40 - 40,,,
90879,9,A - 40,,,
90880,1,15 - 0,,,
90881,2,30 - 0,,,
90882,3,40 - 0,First Play,,
90883,4,40 - 15,First Play,,
90884,5,40 - 30,First Play,,
90885,1,15 - 0,,,
90886,2,30 - 0,,,
90887,3,40 - 0,,,
90888,1,15 - 0,,,
90889,2,15 - 15,,,
90890,3,30 - 15,,,
90891,4,40 - 15,First Play,,
90892,1,15 - 0,,,
90893,2,30 - 0,,,
90894,3,40 - 0,,,
90895,1,15 - 0,,,
90896,2,15 - 15,,,
90897,3,15 - 30,,,
90898,4,30 - 30,,,
90899,5,30 - 40,,,
90900,6,40 - 40,,,
90901,7,A - 40,First Play,,
90902,8,40 - 40,,,
90903,9,A - 40,First Play,,
90904,10,40 - 40,,,
90905,11,A - 40,First Play,,
90906,1,0 - 15,,,
90907,2,15 - 15,,,
90908,3,15 - 30,,,
90909,4,30 - 30,,,
90910,5,40 - 30,,,
90911,1,15 - 0,,,
90912,2,30 - 0,,,
90913,3,40 - 0,First Play,,
90914,4,40 - 15,First Play,,
90915,5,40 - 30,First Play,,
90916,6,40 - 40,,,
90917,7,40 - A,,,
90918,8,40 - 40,,,
90919,9,40 - A,,,
90920,10,40 - 40,,,
90921,11,A - 40,First Play,,
90922,1,0 - 15,,,
90923,2,15 - 15,,,
90924,3,30 - 15,,,
90925,4,30 - 30,,,
90926,5,30 - 40,First Play,,
90927,1,15 - 0,,,
90928,2,15 - 15,,,
90929,3,15 - 30,,,
90930,4,30 - 30,,,
90931,5,40 - 30,First Play,,
90932,1,0 - 15,,,
90933,2,15 - 15,,,
90934,3,15 - 30,,,
90935,4,15 - 40,First Play,,
90936,1,15 - 0,,,
90937,2,15 - 15,,,
90938,3,15 - 30,,,
90939,4,15 - 40,,,
90940,5,30 - 40,,,
90941,6,40 - 40,,,
90942,7,A - 40,First Play,,
90943,8,40 - 40,,,
90944,9,A - 40,First Play,,
90945,1,15 - 0,,,
90946,2,30 - 0,,,
90947,3,40 - 0,,First Play,First Play
90948,1,15 - 0,,,
90949,2,15 - 15,,,
90950,3,15 - 30,,,
90951,4,30 - 30,,,
90952,5,40 - 30,,,
90953,6,40 - 40,,,
90954,7,A - 40,,,
90955,1,0 - 15,,,
90956,2,0 - 30,,,
90957,3,0 - 40,,,
90958,4,15 - 40,,,
90959,1,15 - 0,,,
90960,2,30 - 0,,,
90961,3,40 - 0,,,
90962,4,40 - 15,,,
90963,5,40 - 30,,,
90964,1,15 - 0,,,
90965,2,15 - 15,,,
90966,3,30 - 15,,,
90967,4,40 - 15,First Play,,
90968,5,40 - 30,First Play,,
90969,6,40 - 40,,,
90970,7,A - 40,First Play,,
90971,8,40 - 40,,,
90972,9,A - 40,First Play,,
90973,10,40 - 40,,,
90974,11,40 - A,,,
90975,1,15 - 0,,,
90976,2,15 - 15,,,
90977,3,15 - 30,,,
90978,4,30 - 30,,,
90979,5,30 - 40,First Play,,
90980,6,40 - 40,,,
90981,7,40 - A,First Play,,
90982,1,15 - 0,,,
90983,2,15 - 15,,,
90984,3,15 - 30,,,
90985,4,15 - 40,,,
90986,1,15 - 0,,,
90987,2,30 - 0,,,
90988,3,30 - 15,,,
90989,4,30 - 30,,,
90990,5,40 - 30,,,
90991,1,0 - 15,,,
90992,2,0 - 30,,,
90993,3,0 - 40,,,
90994,1,0 - 15,,,
90995,2,15 - 15,,,
90996,3,30 - 15,,,
90997,4,40 - 15,,,
90998,5,40 - 30,,,
90999,1,0 - 15,,,
91000,2,15 - 15,,,
91001,3,15 - 30,,,
91002,4,30 - 30,,,
91003,5,30 - 40,,,
91004,6,40 - 40,,,
91005,7,A - 40,First Play,,
91006,1,0 - 15,,,
91007,2,0 - 30,,,
91008,3,0 - 40,First Play,,
91009,4,15 - 40,First Play,,
91010,5,30 - 40,First Play,,
91011,6,40 - 40,,,
91012,7,A - 40,,,
91013,1,0 - 15,,,
91014,2,0 - 30,,,
91015,3,0 - 40,,,
91016,1, - ,,,
91017,1,0 - 15,,,
91018,2,0 - 30,,,
91019,3,0 - 40,,,
91020,1,0 - 15,,,
91021,2,0 - 30,,,
91022,3,15 - 30,,,
91023,4,15 - 40,First Play,,
91024,1,15 - 0,,,
91025,2,15 - 15,,,
91026,3,15 - 30,,,
91027,4,15 - 40,,,
91028,1,15 - 0,,,
91029,2,15 - 15,,,
91030,3,30 - 15,,,
91031,4,40 - 15,,,
91032,5,40 - 30,,,
91033,6,40 - 40,,,
91034,7,40 - A,First Play,,
91035,8,40 - 40,,,
91036,9,A - 40,,,
91037,10,40 - 40,,,
91038,11,A - 40,,,
91039,1,0 - 15,,,
91040,2,15 - 15,,,
91041,3,15 - 30,,,
91042,4,30 - 30,,,
91043,5,30 - 40,,,
91044,6,40 - 40,,,
91045,7,40 - A,,,
91046,1,0 - 15,,,
91047,2,0 - 30,,,
91048,3,15 - 30,,,
91049,4,15 - 40,First Play,,
91050,5,30 - 40,First Play,,
91051,1,15 - 0,,,
91052,2,30 - 0,,,
91053,3,30 - 15,,,
91054,4,40 - 15,First Play,,
91055,1,0 - 15,,,
91056,2,0 - 30,,,
91057,3,0 - 40,First Play,,
91058,1,0 - 15,,,
91059,2,0 - 30,,,
91060,3,0 - 40,,,
91061,1,0 - 15,,,
91062,2,15 - 15,,,
91063,3,30 - 15,,,
91064,4,30 - 30,,,
91065,5,30 - 40,First Play,,
91066,6,40 - 40,,,
91067,7,A - 40,,,
91068,1,0 - 15,,,
91069,2,0 - 30,,,
91070,3,15 - 30,,,
91071,4,15 - 40,,,
91072,1,0 - 15,,,
91073,2,15 - 15,,,
91074,3,30 - 15,,,
91075,4,30 - 30,,,
91076,5,40 - 30,,,
91077,6,40 - 40,,,
91078,7,40 - A,First Play,,
91079,1,0 - 15,,,
91080,2,15 - 15,,,
91081,3,15 - 30,,,
91082,4,30 - 30,,,
91083,5,30 - 40,,,
91084,6,40 - 40,,,
91085,7,A - 40,First Play,,
91086,8,40 - 40,,,
91087,9,40 - A,,,
91088,10,40 - 40,,,
91089,11,40 - A,,,
91090,12,40 - 40,,,
91091,13,40 - A,,,
91092,14,40 - 40,,,
91093,15,40 - A,,,
91094,1,15 - 0,,,
91095,2,15 - 15,,,
91096,3,30 - 15,,,
91097,4,40 - 15,,,
91098,5,40 - 30,,,
91099,6,40 - 40,,,
91100,7,A - 40,,,
91101,1,15 - 0,,,
91102,2,15 - 15,,,
91103,3,30 - 15,,,
91104,4,30 - 30,,,
91105,5,40 - 30,First Play,,
91106,6,40 - 40,,,
91107,7,40 - A,,,
91108,8,40 - 40,,,
91109,9,A - 40,First Play,,
91110,10,40 - 40,,,
91111,11,40 - A,,,
91112,12,40 - 40,,,
91113,13,A - 40,First Play,,
91114,1,0 - 15,,,
91115,2,15 - 15,,,
91116,3,15 - 30,,,
91117,4,15 - 40,First Play,,
91118,1,15 - 0,,,
91119,2,15 - 15,,,
91120,3,30 - 15,,,
91121,4,30 - 30,,,
91122,5,40 - 30,First Play,,
91123,1,15 - 0,,,
91124,2,15 - 15,,,
91125,3,30 - 15,,,
91126,4,40 - 15,,,
91127,1,15 - 0,,,
91128,2,15 - 15,,,
91129,3,15 - 30,,,
91130,4,15 - 40,,,
91131,5,30 - 40,,,
91132,6,40 - 40,,,
91133,7,A - 40,First Play,,
91134,8,40 - 40,,,
91135,9,40 - A,,,
91136,1,15 - 0,,,
91137,2,30 - 0,,,
91138,3,30 - 15,,,
91139,4,30 - 30,,,
91140,5,40 - 30,,,
91141,1,0 - 15,,,
91142,2,15 - 15,,,
91143,3,15 - 30,,,
91144,4,30 - 30,,,
91145,5,30 - 40,,,
91146,6,40 - 40,,,
91147,7,A - 40,First Play,,
91148,8,40 - 40,,,
91149,9,A - 40,First Play,,
91150,10,40 - 40,,,
91151,11,A - 40,First Play,,
91152,12,40 - 40,,,
91153,13,40 - A,,,
91154,1,15 - 0,,,
91155,2,15 - 15,,,
91156,3,15 - 30,,,
91157,4,15 - 40,First Play,,
91158,5,30 - 40,First Play,,
91159,1,0 - 15,,,
91160,2,0 - 30,,,
91161,3,15 - 30,,,
91162,4,15 - 40,,,
91163,1,15 - 0,,,
91164,2,30 - 0,,,
91165,3,40 - 0,,,
91166,4,40 - 15,,,
91167,1,0 - 15,,,
91168,2,15 - 15,,,
91169,3,15 - 30,,,
91170,4,15 - 40,,,
91171,1,0 - 15,,,
91172,2,15 - 15,,,
91173,3,30 - 15,,,
91174,4,30 - 30,,,
91175,5,40 - 30,,,
91176,1,0 - 15,,,
91177,2,0 - 30,,,
91178,3,0 - 40,,,
91179,4,15 - 40,,,
91180,5,30 - 40,,,
91181,6,40 - 40,,,
91182,7,40 - A,,,
91183,8,40 - 40,,,
91184,9,A - 40,First Play,,
91185,10,40 - 40,,,
91186,11,40 - A,,,
91187,1,0 - 15,,,
91188,2,15 - 15,,,
91189,3,30 - 15,,,
91190,4,40 - 15,,,
91191,1,0 - 15,,,
91192,2,15 - 15,,,
91193,3,30 - 15,,,
91194,4,40 - 15,First Play,,
91195,1,15 - 0,,,
91196,2,30 - 0,,,
91197,3,40 - 0,,,
91198,1,0 - 15,,,
91199,2,15 - 15,,,
91200,3,30 - 15,,,
91201,4,40 - 15,First Play,,
91202,5,40 - 30,First Play,,
91203,1,15 - 0,,,
91204,2,15 - 15,,,
91205,3,30 - 15,,,
91206,4,40 - 15,,,
91207,1,0 - 15,,,
91208,2,15 - 15,,,
91209,3,15 - 30,,,
91210,4,30 - 30,,,
91211,5,40 - 30,First Play,,
91212,6,40 - 40,,,
91213,7,40 - A,,,
91214,1,15 - 0,,,
91215,2,15 - 15,,,
91216,3,30 - 15,,,
91217,4,40 - 15,,,
91218,5,40 - 30,,,
91219,6,40 - 40,,,
91220,7,A - 40,,,
91221,1,0 - 15,,,
91222,2,0 - 30,,,
91223,3,0 - 40,,,
91224,1,15 - 0,,,
91225,2,15 - 15,,,
91226,3,15 - 30,,,
91227,4,30 - 30,,,
91228,5,30 - 40,First Play,,
91229,6,40 - 40,,,
91230,7,40 - A,First Play,,
91231,8,40 - 40,,,
91232,9,A - 40,,,
91233,1,0 - 15,,,
91234,2,0 - 30,,,
91235,3,0 - 40,,,
91236,1,15 - 0,,,
91237,2,30 - 0,,,
91238,3,30 - 15,,,
91239,4,30 - 30,,,
91240,5,40 - 30,,,
91241,1,0 - 15,,,
91242,2,15 - 15,,,
91243,3,30 - 15,,,
91244,4,30 - 30,,,
91245,5,30 - 40,,,
91246,1,0 - 15,,,
91247,2,15 - 15,,,
91248,3,30 - 15,,,
91249,4,30 - 30,,,
91250,5,40 - 30,,,
91251,1,0 - 15,,,
91252,2,0 - 30,,,
91253,3,15 - 30,,,
91254,4,30 - 30,,,
91255,5,40 - 30,First Play,First Play,First Play
91256,6,40 - 40,,,
91257,7,40 - A,,,
91258,8,40 - 40,,,
91259,9,40 - A,,,
91260,10,40 - 40,,,
91261,11,40 - A,,,
91262,1,0 - 15,,,
91263,2,15 - 15,,,
91264,3,30 - 15,,,
91265,4,30 - 30,,,
91266,5,40 - 30,,,
91267,6,40 - 40,,,
91268,7,A - 40,,,
91269,8,40 - 40,,,
91270,9,A - 40,,,
91271,1,0 - 15,,,
91272,2,15 - 15,,,
91273,3,15 - 30,,,
91274,4,15 - 40,,,
91275,1, - ,,,
91276,1,0 - 15,,,
91277,2,0 - 30,,,
91278,3,0 - 40,,,
91279,1,15 - 0,,,
91280,2,15 - 15,,,
91281,3,30 - 15,,,
91282,4,40 - 15,,,
91283,1,0 - 15,,,
91284,2,0 - 30,,,
91285,3,0 - 40,,,
91286,4,15 - 40,,,
91287,5,30 - 40,,,
91288,1,0 - 15,,,
91289,2,15 - 15,,,
91290,3,15 - 30,,,
91291,4,15 - 40,First Play,,
91292,1,15 - 0,,,
91293,2,15 - 15,,,
